entity_id,relation,value
m/demolition_man,features the theme,a significant artifact of our time
m/demolition_man,features the theme,a single metropolis under the name
m/dumb_and_dumber,features the theme,a short scuffle over some gloves
m/terminator,features the theme,"a nerve-bludgeoning , relentlessly exciting action movie masterpiece"
m/hot_tub_time_machine,features the theme,a mullet in the new millennium
m/terminator,features the theme,a murderous cyborg
m/demolition_man,features the theme,a number of hostages
m/terminator,features the theme,a nice eye for sharp detail
m/demolition_man,features the theme,"a noisy , soulless , self-conscious pastiche mixes elements"
m/hot_tub_time_machine,features the theme,a night of disorderly drinking
m/hot_tub_time_machine,features the theme,a more exciting and more humorous time-travelling movie from another era
m/spaceballs,features the theme,a misguided parody of the star wars adventures
m/dumb_and_dumber,features the theme,a minibike
m/hot_tub_time_machine,features the theme,a mindless minor masterpiece
m/dumb_and_dumber,features the theme,a modern classic of the comedy genre
m/hot_tub_time_machine,features the theme,a movie is kind of a shame the title is
m/hot_tub_time_machine,features the theme,a movie with good self-awareness
m/hot_tub_time_machine,features the theme,a movie whose sole purpose is
m/terminator,features the theme,a motel they assemble pipe bombs
m/hot_tub_time_machine,features the theme,a movie called  hot tub time machine
m/hot_tub_time_machine,features the theme,a movie called hot tub time machine
m/terminator,features the theme,a movie be the best picture
m/terminator,features the theme,a powerful flow
m/terminator,features the theme,a powerful metal endoskeleton
m/hot_tub_time_machine,features the theme,a potentially wry comedy about time travel plunges into a hot tub
m/hot_tub_time_machine,features the theme,a poor performance with his band
m/hot_tub_time_machine,features the theme,a popcorn pop-culture snack
m/hot_tub_time_machine,features the theme,a pretty dumb-and very funny-comedy
m/terminator,features the theme,"a proactive , inventive filmmaker"
m/hot_tub_time_machine,features the theme,"a perfect collision of high-energy and high-concept , hot tub benefits from near-complete lack"
m/hot_tub_time_machine,features the theme,a party animal in his 40s
m/hot_tub_time_machine,features the theme,a platform for retro fun
m/dumb_and_dumber,features the theme,a plethora of memorable scenes
m/spaceballs,features the theme,a pg-rated comedy
m/hot_tub_time_machine,features the theme,a piece of good-times stupidness
m/spaceballs,features the person,Dark Helmet
m/spaceballs,features the person,Dinks
m/spaceballs,features the person,Dot Matrix
m/hot_tub_time_machine,features the person,Collette Wolfe
m/dumb_and_dumber,features the organization,and Dumber
m/spaceballs,features the organization,rch
m/hot_tub_time_machine,features the person,. Cusack
m/hot_tub_time_machine,features the person,( Rob ) Corddry
m/spaceballs,features the person,Barf
m/spaceballs,features the person,Lone Starr
m/demolition_man,features the person,Lenina Huxley
m/hot_tub_time_machine,features the person,Nick Webber-Agnew
m/dumb_and_dumber,features the person,Mental
m/dumb_and_dumber,features the person,Mentalino
m/hot_tub_time_machine,features the person,Hot Tub
m/dumb_and_dumber,features the person,J . P . Shay
m/spaceballs,features the person,Helmet
m/dumb_and_dumber,features the person,Karen Duffy
m/spaceballs,features the person,King Roland
m/demolition_man,features the person,John Spartan
m/dumb_and_dumber,features the person,Joe  Mental
m/demolition_man,features the miscellaneous theme,Great Earthquake
m/hot_tub_time_machine,features the miscellaneous theme,Hard-R
m/hot_tub_time_machine,features the miscellaneous theme,Daily Show
m/demolition_man,features the miscellaneous theme,Demolition Man
m/spaceballs,features the miscellaneous theme,Eagle 5
m/hot_tub_time_machine,features the location,Kodiak Valley Ski Resort
m/dumb_and_dumber,features the location,Providence
m/demolition_man,features the location,San Angeles
m/demolition_man,features the location,California Cryo-Penitentiary
m/hot_tub_time_machine,features the location,Jheri
m/spaceballs,features the location,Druidia
m/hot_tub_time_machine,features the miscellaneous theme,"Back to the Future , Hot Tub Time Machine"
m/hot_tub_time_machine,features the miscellaneous theme,Back to the Future !
m/dumb_and_dumber,features the miscellaneous theme,Aspen
m/hot_tub_time_machine,features the miscellaneous theme,Bartles & Jaymes
m/hot_tub_time_machine,features the miscellaneous theme,Capac
m/hot_tub_time_machine,features the miscellaneous theme,Chernobly
m/spaceballs,features the location,Vespa
m/demolition_man,features the location,Utopia
m/hot_tub_time_machine,features the miscellaneous theme,Alf
m/hot_tub_time_machine,features the organization,Gen Next
m/hot_tub_time_machine,features the organization,Kid ' n Play
m/hot_tub_time_machine,features the organization,John Cusack & Co .
m/hot_tub_time_machine,features the organization,Hooter's
m/hot_tub_time_machine,features the organization,Hot Tub Time Machine
m/hot_tub_time_machine,features the organization,Hot Tub Machine
m/hot_tub_time_machine,features the organization,Hot Tub
m/dumb_and_dumber,features the organization,Dbi & Lide
m/spaceballs,features the organization,Spaceball
m/terminator,features the organization,Terminator
m/hot_tub_time_machine,features the organization,Pink
m/hot_tub_time_machine,features the miscellaneous theme,Private School
m/hot_tub_time_machine,features the miscellaneous theme,Porky's Revenge
m/spaceballs,features the miscellaneous theme,Spaceballs II : The Search for More Money
m/hot_tub_time_machine,features the miscellaneous theme,goes
m/demolition_man,features the miscellaneous theme,lition Man
m/hot_tub_time_machine,features the miscellaneous theme,cki
m/hot_tub_time_machine,features the miscellaneous theme,Tucker Max to the Future
m/spaceballs,features the miscellaneous theme,The Schwartz
m/hot_tub_time_machine,features the theme,a carefully calibrated mix of sight gags
m/hot_tub_time_machine,features the theme,a certain brand of 80s comedy schlock
m/hot_tub_time_machine,features the theme,a classically stupid-funny teen comedy with a retro twist
m/dumb_and_dumber,features the theme,a chip-toothed limousine driver
m/dumb_and_dumber,features the theme,a child whooping it
m/terminator,features the theme,"a blazing , cinematic comic book"
m/hot_tub_time_machine,features the theme,a bizarre blend
m/terminator,features the theme,a bunch of sci-fi concepts
m/demolition_man,features the theme,a car chase between spartan
m/terminator,features the theme,a brilliant sci-fi film
m/hot_tub_time_machine,features the theme,a bubbling bath
m/terminator,features the theme,a bull's flank
m/hot_tub_time_machine,features the theme,a bro-down
m/dumb_and_dumber,features the theme,a broken toilet at mary's house
m/hot_tub_time_machine,features the theme,a crowd-pleasing ode to the days
m/demolition_man,features the theme,a crime syndicate spartan finds
m/terminator,features the theme,"a cyberpunk picture testosterone-fueled , estrogen-boosted action melodrama"
m/terminator,features the theme,a cyborg assassin
m/hot_tub_time_machine,features the theme,a cute and silly romp
m/hot_tub_time_machine,features the theme,a cryptic hot tub repairman
m/hot_tub_time_machine,features the theme,a decent fist
m/terminator,features the theme,a compellingly told story requires him
m/demolition_man,features the theme,a computer algorithm
m/demolition_man,features the theme,a command prevents phoenix
m/hot_tub_time_machine,features the theme,a comedy with genuine laughs
m/hot_tub_time_machine,features the theme,a couple of bartles
m/hot_tub_time_machine,features the theme,a consistently funny package
m/spaceballs,features the person,Valium
m/hot_tub_time_machine,features the theme,( a necessary salute
m/spaceballs,features the person,Young Frankenstein
m/spaceballs,features the person,Yogurt
m/demolition_man,features the person,Raymond Cocteau
m/hot_tub_time_machine,features the person,Rob Corrdry
m/spaceballs,features the person,Pizza the Hutt
m/spaceballs,features the person,Skroob
m/terminator,features the person,Silberman
m/demolition_man,features the person,Simon Phoenix
m/spaceballs,features the person,Sandurz
m/demolition_man,features the theme,a bad ride
m/demolition_man,features the theme,a bad restaurant
m/hot_tub_time_machine,features the theme,a  preview version
m/spaceballs,features the theme,a algumas belas sacadas
m/hot_tub_time_machine,features the theme,a big fat raspberry at sci-fi fans
m/terminator,features the theme,a better-crafted film than its popular sequels
m/demolition_man,features the theme,--a considerable amount by any measure
m/terminator,features the theme,", non sequitur pace of a nightmare"
m/hot_tub_time_machine,features the theme,.. just about everything its title suggests
m/hot_tub_time_machine,features the theme,( if simple-minded ) comedy
m/demolition_man,features the theme,", acts"
m/hot_tub_time_machine,features the theme,... slob farces
m/terminator,features the theme,[ an ] excellent piece of science fiction cinema
m/dumb_and_dumber,features the theme,[ featrues a plethora
m/hot_tub_time_machine,features the theme,[ a ] tediously familiar collection of pointlessly crude moments
m/demolition_man,features the theme,... a sporadically amusing yet pervasively underwhelming bit of early ' 90s cheese
m/hot_tub_time_machine,features the theme,... a guilty pleasure in spite
m/terminator,features the theme,every movie addict
m/hot_tub_time_machine,features the theme,excrement gags of course
m/spaceballs,features the theme,exquisite timing
m/hot_tub_time_machine,features the theme,"evoking nostalgia in baby-boomers grossed politically-incorrect , r-rated guffaws"
m/hot_tub_time_machine,features the theme,everything they find
m/hot_tub_time_machine,features the theme,exactly the movie trailers title promise
m/hot_tub_time_machine,features the theme,exactly the sort of film the title suggest
m/hot_tub_time_machine,features the theme,enough genuinely funny moments
m/demolition_man,features the theme,enjoyable pop-culture junk actioner
m/hot_tub_time_machine,features the theme,football game outcomes
m/spaceballs,features the theme,foot in blazing sun
m/demolition_man,features the theme,flames bullets special effects
m/spaceballs,features the theme,flees planet dot matrix
m/demolition_man,features the theme,futuristic satire
m/hot_tub_time_machine,features the theme,gay panic jokes
m/dumb_and_dumber,features the theme,facial gyrations jibes pedestrian slapstick
m/hot_tub_time_machine,features the theme,fairly funny film
m/hot_tub_time_machine,features the theme,f words
m/terminator,features the theme,few lulls within the narrative
m/terminator,features the theme,fewer special-effects
m/hot_tub_time_machine,features the theme,films about the depressed cusackian hero
m/hot_tub_time_machine,features the theme,feels like a movie like the kind
m/dumb_and_dumber,features the theme,crude and rude humor
m/demolition_man,features the theme,cryo-sleep
m/hot_tub_time_machine,features the theme,"crummy-looking , exploitative , childishly gross and pointedly homophobic teen-sex comedy"
m/terminator,features the theme,control of the truck
m/hot_tub_time_machine,features the theme,chernobly
m/hot_tub_time_machine,features the theme,chev
m/demolition_man,features the theme,cocteau
m/demolition_man,features the theme,comedy replete
m/demolition_man,features the theme,combat training programs
m/hot_tub_time_machine,features the theme,clever structure
m/demolition_man,features the theme,down staircases
m/hot_tub_time_machine,features the theme,drunken shenanigans
m/hot_tub_time_machine,features the theme,dudesville
m/hot_tub_time_machine,features the theme,dude-centered shenanigans
m/hot_tub_time_machine,features the theme,dude humor
m/hot_tub_time_machine,features the theme,disorderly drinking
m/hot_tub_time_machine,features the theme,either an homage to that era's high-concept absurdism
m/demolition_man,features the theme,elements of sci-fi
m/hot_tub_time_machine,features the theme,"easy , nostalgic humor about oversized cell phones"
m/hot_tub_time_machine,features the theme,dated pop-culture humor
m/dumb_and_dumber,features the theme,debt collectors
m/hot_tub_time_machine,features the theme,cusack seem(s like a casting error
m/hot_tub_time_machine,features the theme,cusack who mocks his iconic presence
m/spaceballs,features the theme,diminutive sparkly brown-clad aliens
m/demolition_man,features the theme,demolition man
m/spaceballs,features the theme,his royal lineage
m/terminator,features the theme,his own time career
m/hot_tub_time_machine,features the theme,his trench-coated cool-misfit persona
m/demolition_man,features the theme,his unapologetic popcorn-pleasing action
m/hot_tub_time_machine,features the theme,his iconic presence in ' 80s films
m/terminator,features the theme,his iconic physique
m/hot_tub_time_machine,features the theme,his knowledge of football game outcomes
m/hot_tub_time_machine,features the theme,his or her formative years in the reagan era
m/terminator,features the theme,his menacing silhouette
m/spaceballs,features the theme,his madcap
m/dumb_and_dumber,features the theme,"inspired , irreverent , spark-driven comedy takes you places you thought even a jim carrey movie"
m/terminator,features the theme,"indiscriminate , un-pc killings"
m/hot_tub_time_machine,features the theme,its characters ' path to redemption
m/hot_tub_time_machine,features the theme,its butterfly effect meddlings
m/hot_tub_time_machine,features the theme,its broadly drawn characters humor tired gags
m/hot_tub_time_machine,features the theme,inventive plotting
m/dumb_and_dumber,features the theme,ious
m/terminator,features the theme,its army of machines
m/spaceballs,features the theme,it`s a close call spaceballs have some big laughs
m/hot_tub_time_machine,features the theme,hot tub's humour revels in political incorrectness
m/hot_tub_time_machine,features the theme,hot tub machine
m/hot_tub_time_machine,features the theme,hot tub
m/hot_tub_time_machine,features the theme,horndog humor
m/hot_tub_time_machine,features the theme,horrible jerk
m/terminator,features the theme,horror action sci-fi
m/hot_tub_time_machine,features the theme,honks
m/hot_tub_time_machine,features the theme,homosexual hijinks executed slapstick punches
m/hot_tub_time_machine,features the theme,home-appliance time-travel comedies
m/hot_tub_time_machine,features the theme,ideje iskoristiti
m/dumb_and_dumber,features the theme,heart excels with the complementary screen teaming
m/spaceballs,features the theme,helmet orders
m/demolition_man,features the theme,help from the scraps
m/hot_tub_time_machine,features the theme,heavy drinking in their hotel room's hot tub
m/hot_tub_time_machine,features the theme,guy-oriented wish fulfillment
m/hot_tub_time_machine,features the theme,hard-r comedy
m/terminator,features the theme,hard sci-fi action
m/spaceballs,features the theme,her droid of honor
m/dumb_and_dumber,features the theme,her aspen-bound plane
m/hot_tub_time_machine,features the theme,good self-awareness
m/spaceballs,features the theme,goofy parody
m/hot_tub_time_machine,features the theme,good-times stupidness
m/hot_tub_time_machine,features the theme,good geek
m/hot_tub_time_machine,features the theme,good farces
m/hot_tub_time_machine,features the theme,genuine wit on display
m/hot_tub_time_machine,features the theme,genuine retro fun
m/hot_tub_time_machine,features the theme,genuine moments of raucous hilarity
m/spaceballs,features the theme,"gentle , harmless satire has real bite"
m/dumb_and_dumber,features the theme,grammatical errors
m/hot_tub_time_machine,features the theme,his carbon monoxide poisoning
m/terminator,features the theme,his choppy hair
m/demolition_man,features the theme,his acclimation to the future
m/hot_tub_time_machine,features the theme,his biggest screen role
m/terminator,features the theme,his attempt locate sarah
m/hot_tub_time_machine,features the theme,his attraction to jenny
m/terminator,features the theme,"his extraordinary , legend in his own time career"
m/terminator,features the theme,his final pipe bomb
m/hot_tub_time_machine,features the theme,his destined-to-be-amputated arm
m/dumb_and_dumber,features the theme,his dog-grooming job
m/spaceballs,features the theme,her pre-arranged wedding
m/dumb_and_dumber,features the theme,her kidnapped husband
m/hot_tub_time_machine,features the theme,"high-energy and high-concept , hot tub benefits"
m/hot_tub_time_machine,features the theme,high-concept comedy
m/hot_tub_time_machine,features the theme,high brow stuff
m/demolition_man,features the theme,him-cocteau
m/hot_tub_time_machine,features the theme,hilarity characterization clever structure
m/dumb_and_dumber,features the theme,him shay harry
m/terminator,features the theme,her unborn son
m/spaceballs,features the theme,absurdist'star wars ' parody brooks
m/hot_tub_time_machine,features the theme,access to an actual hot tub time machine
m/terminator,features the theme,action with ideas
m/spaceballs,features the theme,about the same level
m/hot_tub_time_machine,features the theme,about a time machine
m/dumb_and_dumber,features the theme,alive thanks to a bulletproof vest
m/hot_tub_time_machine,features the theme,adolescent idiocy
m/hot_tub_time_machine,features the theme,admission worthwhile
m/spaceballs,features the theme,adequate kitsch
m/terminator,features the theme,a whizz
m/hot_tub_time_machine,features the theme,"a wild , hit-and-miss stab at high-concept comedy"
m/terminator,features the theme,a way stories manage
m/terminator,features the theme,a work of pulp art
m/dumb_and_dumber,features the theme,a woman he driving
m/dumb_and_dumber,features the theme,a woman harry met
m/hot_tub_time_machine,features the theme,"a winning , almost totally successful comedy"
m/hot_tub_time_machine,features the theme,an admitted old fogy
m/hot_tub_time_machine,features the theme,an actual hot tub
m/hot_tub_time_machine,features the theme,an actual hot tub time machine
m/dumb_and_dumber,features the theme,"an abominable , abdominal comedy"
m/hot_tub_time_machine,features the theme,an absurdest buddy comedy throwback with a paper-thin premise
m/hot_tub_time_machine,features the theme,an amusing comedy exceeds the genre's low expectations
m/hot_tub_time_machine,features the theme,an amusing movie
m/hot_tub_time_machine,features the theme,an amiable time-waster
m/demolition_man,features the theme,an appropriate criminal rehabilitation program
m/spaceballs,features the theme,all the major space adventures of the last decade
m/demolition_man,features the theme,all means at their disposal
m/demolition_man,features the theme,almost every supposition a film be
m/hot_tub_time_machine,features the theme,all-out comedy
m/hot_tub_time_machine,features the theme,amiable nonsense
m/spaceballs,features the theme,all their air
m/terminator,features the theme,a surprisingly vicious little film
m/terminator,features the theme,a surprisingly meditative work
m/hot_tub_time_machine,features the theme,"a surprisingly satisfying , if not exactly lmao"
m/hot_tub_time_machine,features the theme,a surprisingly enjoyable way waste 90 minutes
m/hot_tub_time_machine,features the theme,a sweet-natured message about friendship
m/terminator,features the theme,"a tense , slickly executed thriller sent a relatively unknown austrian bodybuilder"
m/hot_tub_time_machine,features the theme,a testament to the wit
m/demolition_man,features the theme,a thermal scan of the building he leads an unauthorized assault
m/hot_tub_time_machine,features the theme,a squirrel from the resort
m/hot_tub_time_machine,features the theme,"a startlingly alert , good-natured , borderline poignant slapstick comedy"
m/hot_tub_time_machine,features the theme,a studio's hopes
m/hot_tub_time_machine,features the theme,a successful music producer
m/spaceballs,features the theme,a strange incident involving an alien
m/terminator,features the theme,a stroke of fortune
m/spaceballs,features the theme,a very unfortunate script a rampant direction a soulless montage
m/hot_tub_time_machine,features the theme,a urine-filled squirt gun
m/demolition_man,features the theme,a utopia run under the pseudo-pacifist guidance
m/spaceballs,features the theme,a vacuum cleaner
m/hot_tub_time_machine,features the theme,a time-warp trip
m/hot_tub_time_machine,features the theme,a time-travel movie of all time
m/hot_tub_time_machine,features the theme,a total immersion in dude-centered shenanigans
m/hot_tub_time_machine,features the theme,a throwaway offering
m/dumb_and_dumber,features the theme,arrests him shay
m/hot_tub_time_machine,features the theme,anyone who spent any number
m/terminator,features the theme,attempts run sarah
m/hot_tub_time_machine,features the theme,baby boomer references
m/terminator,features the theme,b-grade action cinema
m/hot_tub_time_machine,features the theme,at least some nagging lack of narrative underpinning undercuts momentum
m/terminator,features the theme,another encounter with the terminator
m/hot_tub_time_machine,features the theme,any movie called hot tub time machine
m/hot_tub_time_machine,features the theme,any old gag
m/hot_tub_time_machine,features the theme,any number of his or her formative years
m/dumb_and_dumber,features the theme,anti-social behaviour
m/spaceballs,features the theme,any escape pods
m/terminator,features the theme,"both the big ideas at work as a proactive , inventive filmmaker"
m/hot_tub_time_machine,features the theme,best title since snakes
m/hot_tub_time_machine,features the theme,balances middle-age angst with adolescent idiocy
m/dumb_and_dumber,features the theme,bodily function jokes gyrations sexual jibes
m/spaceballs,features the theme,borsch-belt postmodern
m/spaceballs,features the theme,blazing sun
m/terminator,features the theme,an even more ambitious sequel
m/hot_tub_time_machine,features the theme,"an especially wonderful , demented monologue he explains"
m/hot_tub_time_machine,features the theme,an example of the phenomenon
m/dumb_and_dumber,features the theme,an excuse for an endless series
m/dumb_and_dumber,features the theme,an execrable catalogue of doody jokes
m/terminator,features the theme,an external layer of living tissue
m/terminator,features the theme,an explosion burns the flesh
m/terminator,features the theme,an artificial intelligence defense network
m/demolition_man,features the theme,an attack by phoenix's men
m/dumb_and_dumber,features the theme,an endless series of gags
m/terminator,features the theme,"an efficient , cold-blooded sci-fi splatter movie makes the mistake"
m/hot_tub_time_machine,features the theme,an effective nostalgic trip
m/terminator,features the theme,an efficient killing machine with a powerful metal endoskeleton
m/hot_tub_time_machine,features the theme,an educated guess
m/hot_tub_time_machine,features the theme,an over-reliance on lowbrow humour
m/demolition_man,features the theme,an unauthorized assault capture phoenix
m/hot_tub_time_machine,features the theme,"an ultra-raunchy , raucous gross-out comedy"
m/dumb_and_dumber,features the theme,an opening credit sequence rife with intentional misspellings
m/hot_tub_time_machine,features the theme,an open mic event
m/dumb_and_dumber,features the theme,an old friend of the swansons
m/hot_tub_time_machine,features the theme,an unwieldy welding
m/hot_tub_time_machine,features the theme,an uproarious homage to 1980s movies
m/dumb_and_dumber,features the theme,an uneven collection of bodily function jokes
m/dumb_and_dumber,features the theme,an infusion of heart excels
m/demolition_man,features the theme,an inspired mix of high-octane action
m/spaceballs,features the theme,an impossibly huge ship
m/spaceballs,features the theme,an obvious affection for the sci-fi stuff
